"측정일자","권역명","측정소명","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"20181122","동북권","광진구","19","3","0.018","0.018","0.4","0.005"
"20181122","동북권","성동구","25","10","0.015","0.022","0.2","0.005"
"20181122","동북권","중랑구","17","8","0.021","0.018","0.4","0.006"
"20181122","동북권","동대문구","19","11","0.023","0.024","0.4","0.007"
"20181122","동북권","성북구","24","9","0.022","0.023","0.7","0.004"
"20181122","동북권","도봉구","16","9","0.024","0.014","0.6","0.003"
"20181122","동북권","강북구","15","8","0.028","0.014","0.3","0.003"
"20181122","동북권","노원구","22","11","0.022","0.015","0.3","0.005"
"20181122","서남권","강서구","22","9","0.021","0.023","0.4","0.004"
"20181122","서남권","구로구","19","3","0.019","0.023","0.2","0.004"
"20181122","서남권","영등포구","23","9","0.018","0.02","0.5","0.005"
"20181122","서남권","동작구","23","9","0.024","0.02","0.3","0.003"
"20181122","서남권","관악구","23","10","0.018","0.019","0.2","0.004"
"20181122","서남권","금천구","22","12","0.018","0.027","0.4","0.004"
"20181122","서남권","양천구","20","9","0.018","0.026","0.4","0.003"
"20181122","동남권","강남구","18","8","0.016","0.023","0.4","0.005"
"20181122","동남권","서초구","19","5","0.021","0.022","0.2","0.003"
"20181122","동남권","송파구","28","9","0.018","0.029","0.4","0.003"
"20181122","동남권","강동구","25","10","0.02","0.023","0.4","0"
"20181121","도심권","중구","32","16","0.013","0.036","0.5","0.003"
"20181121","도심권","종로구","30","15","0.012","0.039","0.6","0.004"
"20181121","도심권","용산구","25","16","0.01","0.04","0.5","0.003"
"20181121","서북권","은평구","35","23","0.019","0.026","0.6","0.004"
"20181121","서북권","서대문구","30","16","0.011","0.037","0.6","0.007"
"20181121","서북권","마포구","41","18","0.011","0.032","0.5","0.003"
"20181121","동북권","광진구","33","15","0.008","0.034","0.6","0.006"
"20181121","동북권","성동구","32","14","0.009","0.031","0.3","0.005"
"20181121","동북권","중랑구","31","16","0.011","0.031","0.5","0.007"
"20181121","동북권","동대문구","30","18","0.012","0.044","0.6","0.007"
"20181121","동북권","성북구","33","12","0.009","0.044","0.9","0.003"
"20181121","동북권","도봉구","33","20","0.014","0.029","0.9","0.004"
"20181121","동북권","강북구","25","13","0.017","0.028","0.5","0.003"
"20181121","동북권","노원구","35","18","0.013","0.031","0.5","0.005"
"20181121","서남권","강서구","34","17","0.014","0.033","0.4","0.004"
"20181121","서남권","구로구","33","15","0.012","0.035","0.3","0.004"
"20181121","서남권","영등포구","34","17","0.011","0.032","0.6","0.005"
"20181121","서남권","동작구","38","16","0.012","0.04","0.5","0.003"
"20181121","서남권","관악구","39","23","0.008","0.04","0.4","0.004"
"20181121","서남권","금천구","33","19","0.011","0.041","0.5","0.004"
"20181121","서남권","양천구","32","16","0.011","0.037","0.5","0.002"
"20181121","동남권","강남구","31","14","0.008","0.042","0.5","0.005"
"20181121","동남권","서초구","37","17","0.009","0.041","0.3","0.003"
"20181121","동남권","송파구","40","19","0.009","0.044","0.5","0.004"
"20181121","동남권","강동구","48","18","0.008","0.043","0.5","0"
"20181120","도심권","중구","44","18","0.013","0.039","0.6","0.004"
"20181120","도심권","종로구","40","17","0.012","0.041","0.7","0.005"
"20181120","도심권","용산구","36","18","0.012","0.04","0.5","0.004"
"20181120","서북권","은평구","46","20","0.014","0.038","0.7","0.005"
"20181120","서북권","서대문구","39","17","0.01","0.042","0.9","0.012"
"20181120","서북권","마포구","53","17","0.01","0.037","0.6","0.004"
"20181120","동북권","광진구","47","13","0.008","0.036","0.6","0.006"
"20181120","동북권","성동구","47","18","0.007","0.037","0.4","0.006"
"20181120","동북권","중랑구","38","16","0.013","0.034","0.5","0.007"
"20181120","동북권","동대문구","41","21","0.014","0.047","0.6","0.008"
"20181120","동북권","성북구","45","14","0.009","0.049","1","0.004"
"20181120","동북권","도봉구","41","18","0.011","0.037","1","0.004"
"20181120","동북권","강북구","30","12","0.018","0.031","0.5","0.004"
"20181120","동북권","노원구","42","19","0.008","0.042","0.6","0.006"
"20181120","서남권","강서구","45","17","0.012","0.045","0.6","0.004"
"20181120","서남권","구로구","47","13","0.011","0.039","0.4","0.005"
"20181120","서남권","영등포구","43","16","0.013","0.03","0.7","0.006"
"20181120","서남권","동작구","42","14","0.015","0.037","0.5","0.004"
"20181120","서남권","관악구","46","20","0.011","0.039","0.5","0.005"
"20181120","서남권","금천구","38","19","0.013","0.043","0.5","0.005"
"20181120","서남권","양천구","40","16","0.01","0.047","0.6","0.003"
"20181120","동남권","강남구","43","17","0.01","0.043","0.5","0.006"
"20181120","동남권","서초구","45","17","0.012","0.035","0.4","0.004"
"20181120","동남권","송파구","58","22","0.01","0.046","0.6","0.005"
"20181120","동남권","강동구","57","21","0.009","0.046","0.6","0"
"20181119","도심권","중구","51","31","0.008","0.046","0.9","0.004"
"20181119","도심권","종로구","57","28","0.007","0.049","1.1","0.004"
"20181119","도심권","용산구","44","34","0.004","0.044","0.9","0.004"
"20181119","서북권","은평구","59","41","0.01","0.042","1","0.005"
"20181119","서북권","서대문구","49","31","0.005","0.048","1.3","0.014"
"20181119","서북권","마포구","64","36","0.007","0.043","1","0.004"
"20181119","동북권","광진구","59","33","0.004","0.037","0.8","0.007"
"20181119","동북권","성동구","52","30","0.006","0.038","0.7","0.006"
"20181119","동북권","중랑구","48","30","0.007","0.041","0.8","0.006"
"20181119","동북권","동대문구","50","39","0.008","0.053","0.9","0.009"
"20181119","동북권","성북구","50","25","0.007","0.049","1.4","0.004"
"20181119","동북권","도봉구","53","34","0.009","0.035","1.2","0.004"
"20181119","동북권","강북구","37","27","0.008","0.037","0.8","0.003"
"20181119","동북권","노원구","50","28","0.004","0.041","1","0.006"
"20181119","서남권","강서구","55","30","0.007","0.055","0.9","0.005"
"20181119","서남권","구로구","62","33","0.007","0.043","0.7","0.006"
"20181119","서남권","영등포구","57","29","0.009","0.034","0.9","0.005"
"20181119","서남권","동작구","51","27","0.007","0.047","0.8","0.004"
"20181119","서남권","관악구","63","41","0.005","0.05","0.8","0.005"
"20181119","서남권","금천구","47","32","0.007","0.048","0.7","0.005"
"20181119","서남권","양천구","50","28","0.006","0.053","0.9","0.004"
"20181119","동남권","강남구","50","29","0.005","0.045","0.7","0.006"
"20181119","동남권","서초구","57","33","0.006","0.032","0.7","0.004"
"20181119","동남권","송파구","68","38","0.005","0.047","0.9","0.005"
"20181119","동남권","강동구","63","31","0.006","0.044","0.8","0"
"20181116","도심권","중구","56","39","0.008","0.053","0.8","0.004"
"20181116","도심권","종로구","60","39","0.006","0.064","1.1","0.005"
"20181116","도심권","용산구","52","44","0.004","0.056","0.9","0.004"
"20181116","서북권","은평구","58","46","0.011","0.044","0.8","0.004"
"20181116","서북권","서대문구","47","32","0.006","0.054","1.1","0.012"
"20181116","서북권","마포구","73","46","0.004","0.001","0.8","0.003"
"20181116","동북권","광진구","68","44","0.002","0.047","0.8","0.006"
"20181116","동북권","성동구","55","33","0.003","0.046","0.7","0.006"
"20181116","동북권","중랑구","55","38","0.006","0.046","0.7","0.007"
"20181116","동북권","동대문구","64","52","0.005","0.074","1","0.009"
"20181116","동북권","성북구","64","34","0.004","0.063","1.2","0.004"
"20181116","동북권","도봉구","75","57","0.006","0.046","1.1","0.005"
"20181116","동북권","강북구","51","38","0.006","0.045","0.7","0.004"
"20181116","동북권","노원구","64","43","0.003","0.054","0.9","0.006"
"20181116","서남권","강서구","74","43","0.006","0.064","0.8","0.005"
"20181116","서남권","구로구","74","49","0.005","0.059","0.7","0.005"
"20181116","서남권","영등포구","61","36","0.009","0.041","0.9","0.005"
"20181116","서남권","동작구","65","37","0.007","0.064","1","0.004"
"20181116","서남권","관악구","72","54","0.004","0.069","0.9","0.004"
"20181116","서남권","금천구","58","45","0.005","0.07","0.9","0.005"
"20181116","서남권","양천구","65","43","0.005","0.069","1","0.003"
"20181116","동남권","강남구","60","39","0.003","0.055","0.7","0.006"
"20181116","동남권","서초구","71","46","0.005","0.041","0.7","0.004"
"20181116","동남권","송파구","91","51","0.004","0.057","0.9","0.005"
"20181116","동남권","강동구","71","38","0.004","0.051","0.8","0"
"20181115","도심권","중구","41","28","0.008","0.051","0.7","0.004"
"20181115","도심권","종로구","44","29","0.007","0.058","0.9","0.004"
"20181115","도심권","용산구","37","32","0.005","0.05","0.7","0.004"
"20181115","서북권","은평구","51","37","0.013","0.044","0.7","0.004"
"20181115","서북권","서대문구","38","26","0.009","0.05","0.9","0.009"
"20181115","서북권","마포구","59","37","0.006","0.037","0.7","0.003"
"20181115","동북권","광진구","43","24","0.006","0.04","0.6","0.006"
"20181115","동북권","성동구","42","25","0.005","0.041","0.5","0.005"
"20181115","동북권","중랑구","36","25","0.01","0.042","0.5","0.006"
"20181115","동북권","동대문구","43","35","0.007","0.065","0.8","0.008"
"20181115","동북권","성북구","44","24","0.007","0.057","0.9","0.003"
"20181115","동북권","도봉구","51","39","0.01","0.042","0.9","0.004"
"20181115","동북권","강북구","32","24","0.014","0.038","0.6","0.003"
"20181115","동북권","노원구","47","30","0.007","0.047","0.8","0.006"
"20181115","서남권","강서구","58","34","0.005","0.064","0.7","0.005"
"20181115","서남권","구로구","62","39","0.007","0.053","0.5","0.005"
"20181115","서남권","영등포구","51","31","0.009","0.041","0.8","0.005"
"20181115","서남권","동작구","50","28","0.005","0.057","0.7","0.004"
"20181115","서남권","관악구","60","46","0.005","0.059","0.7","0.004"
"20181115","서남권","금천구","48","37","0.006","0.062","0.7","0.006"
"20181115","서남권","양천구","51","33","0.004","0.066","0.8","0.003"
"20181115","동남권","강남구","41","26","0.005","0.052","0.6","0.005"
"20181115","동남권","서초구","55","38","0.004","0.048","0.6","0.003"
"20181115","동남권","송파구","71","37","0.006","0.055","0.7","0.004"
"20181115","동남권","강동구","47","24","0.009","0.047","0.6","0.015"
"20181114","도심권","중구","31","20","0.013","0.039","0.6","0.003"
"20181114","도심권","종로구","31","19","0.011","0.041","0.7","0.004"
"20181114","도심권","용산구","24","18","0.012","0.035","0.5","0.003"
"20181114","서북권","은평구","38","25","0.014","0.038","0.7","0.004"
"20181114","서북권","서대문구","29","19","0.011","0.041","0.9","0.009"
"20181114","서북권","마포구","49","28","0.008","0.038","0.6","0.003"
"20181114","동북권","광진구","31","16","0.01","0.031","0.6","0.006"
"20181114","동북권","성동구","32","20","0.01","0.033","0.4","0.005"
"20181114","동북권","중랑구","25","16","0.013","0.033","0.5","0.006"
"20181114","동북권","동대문구","30","23","0.013","0.047","0.6","0.008"
"20181114","동북권","성북구","34","19","0.011","0.042","0.8","0.003"
"20181114","동북권","도봉구","32","24","0.017","0.027","0.7","0.003"
"20181114","동북권","강북구","19","13","0.023","0.022","0.5","0.002"
"20181114","동북권","노원구","30","18","0.01","0.034","0.6","0.005"
"20181114","서남권","강서구","45","23","0.01","0.048","0.6","0.004"
"20181114","서남권","구로구","43","24","0.009","0.042","0.5","0.004"
"20181114","서남권","영등포구","42","22","0.011","0.034","0.8","0.005"
"20181114","서남권","동작구","33","17","0.011","0.045","0.7","0.003"
"20181114","서남권","관악구","43","29","0.008","0.048","0.6","0.003"
"20181114","서남권","금천구","35","24","0.008","0.053","0.7","0.004"
"20181114","서남권","양천구","38","22","0.008","0.05","0.7","0.003"
"20181114","동남권","강남구","28","17","0.009","0.041","0.5","0.005"
"20181114","동남권","서초구","34","19","0.011","0.034","0.5","0.003"
"20181114","동남권","송파구","51","24","0.009","0.049","0.7","0.004"
"20181114","동남권","강동구","37","20","0.012","0.038","0.6","0.015"
"20181113","도심권","중구","39","23","0.012","0.042","0.7","0.004"
"20181113","도심권","종로구","40","23","0.012","0.042","0.8","0.004"
"20181113","도심권","용산구","32","23","0.01","0.038","0.6","0.004"
"20181113","서북권","은평구","41","26","0.013","0.039","0.8","0.004"
"20181113","서북권","서대문구","37","22","0.008","0.044","1.1","0.01"
"20181113","서북권","마포구","48","25","0.012","0.033","0.6","0.003"
"20181113","동북권","광진구","38","19","0.008","0.034","0.6","0.006"
"20181113","동북권","성동구","42","24","0.008","0.034","0.5","0.005"
"20181113","동북권","중랑구","33","21","0.013","0.033","0.5","0.006"
"20181113","동북권","동대문구","44","30","0.011","0.05","0.7","0.008"
"20181113","동북권","성북구","50","25","0.012","0.041","0.9","0.003"
"20181113","동북권","도봉구","47","31","0.015","0.028","0.8","0.004"
"20181113","동북권","강북구","26","18","0.019","0.025","0.5","0.003"
"20181113","동북권","노원구","39","23","0.008","0.035","0.7","0.006"
"20181113","서남권","강서구","54","26","0.012","0.042","0.7","0.004"
"20181113","서남권","구로구","51","26","0.011","0.039","0.5","0.005"
"20181113","서남권","영등포구","44","23","0.011","0.032","0.8","0.005"
"20181113","서남권","동작구","42","20","0.01","0.046","0.7","0.004"
"20181113","서남권","관악구","48","30","0.009","0.046","0.7","0.004"
"20181113","서남권","금천구","40","27","0.01","0.048","0.7","0.004"
"20181113","서남권","양천구","46","26","0.01","0.044","0.7","0.003"
"20181113","동남권","강남구","33","19","0.009","0.042","0.5","0.006"
"20181113","동남권","서초구","39","22","0.011","0.034","0.5","0.003"
"20181113","동남권","송파구","50","25","0.008","0.048","0.7","0.004"
"20181113","동남권","강동구","40","20","0.008","0.041","0.6","0.009"
"20181112","도심권","중구","30","16","0.015","0.035","0.5","0.004"
"20181112","도심권","종로구","26","14","0.015","0.035","0.6","0.004"
"20181112","도심권","용산구","25","16","0.01","0.035","0.5","0.004"
"20181112","서북권","은평구","35","21","0.02","0.027","0.6","0.005"
"20181112","서북권","서대문구","30","17","0.013","0.034","0.8","0.008"
"20181112","서북권","마포구","39","17","0.012","0.03","0.5","0.004"
"20181112","동북권","광진구","25","10","0.01","0.031","0.5","0.006"
"20181112","동북권","성동구","31","17","0.013","0.027","0.3","0.005"
"20181112","동북권","중랑구","22","12","0.017","0.028","0.4","0.006"
"20181112","동북권","동대문구","24","17","0.016","0.039","0.6","0.008"
"20181112","동북권","성북구","32","15","0.017","0.033","0.7","0.003"
"20181112","동북권","도봉구","27","15","0.021","0.021","0.6","0.004"
"20181112","동북권","강북구","21","12","0.025","0.018","0.4","0.003"
"20181112","동북권","노원구","28","14","0.014","0.027","0.5","0.005"
"20181112","서남권","강서구","35","17","0.014","0.038","0.5","0.004"
"20181112","서남권","구로구","36","15","0.012","0.036","0.3","0.005"
"20181112","서남권","영등포구","34","16","0.013","0.031","0.6","0.005"
"20181112","서남권","동작구","29","12","0.013","0.038","0.5","0.003"
"20181112","서남권","관악구","34","21","0.011","0.038","0.4","0.004"
"20181112","서남권","금천구","30","19","0.011","0.042","0.5","0.004"
"20181112","서남권","양천구","32","17","0.012","0.042","0.6","0.003"
"20181112","동남권","강남구","25","13","0.011","0.037","0.5","0.006"
"20181112","동남권","서초구","29","15","0.011","0.038","0.3","0.003"
"20181112","동남권","송파구","0","0","0.021","0.034","0.4","0.003"
"20181112","동남권","강동구","30","13","0.015","0.033","0.5","0.008"
"20181111","도심권","중구","72","47","0.011","0.037","0.8","0.003"
"20181111","도심권","종로구","68","39","0.01","0.039","0.9","0.004"
"20181111","도심권","용산구","66","47","0.009","0.037","0.8","0.004"
"20181111","서북권","은평구","72","50","0.018","0.027","0.8","0.004"
"20181111","서북권","서대문구","65","40","0.011","0.034","0.9","0.006"
"20181111","서북권","마포구","87","55","0.008","0.034","0.8","0.003"
"20181111","동북권","광진구","78","48","0.008","0.032","0.8","0.006"
"20181111","동북권","성동구","62","39","0.009","0.028","0.6","0.005"
"20181111","동북권","중랑구","70","44","0.011","0.031","0.7","0.006"
"20181111","동북권","동대문구","69","49","0.012","0.042","0.8","0.007"
"20181111","동북권","성북구","67","37","0.012","0.038","1","0.003"
"20181111","동북권","도봉구","75","52","0.015","0.026","0.8","0.004"
"20181111","동북권","강북구","54","36","0.02","0.022","0.7","0.003"
"20181111","동북권","노원구","66","40","0.012","0.029","0.8","0.005"
"20181111","서남권","강서구","70","41","0.009","0.041","0.8","0.004"
"20181111","서남권","구로구","83","51","0.008","0.038","0.6","0.005"
"20181111","서남권","영등포구","71","43","0.01","0.032","0.7","0.005"
"20181111","서남권","동작구","80","42","0.008","0.04","0.8","0.004"
"20181111","서남권","관악구","85","62","0.005","0.042","0.8","0.004"
"20181111","서남권","금천구","69","48","0.008","0.042","0.7","0.004"
"20181111","서남권","양천구","67","43","0.007","0.044","0.8","0.003"
"20181111","동남권","강남구","72","43","0.007","0.038","0.7","0.006"
"20181111","동남권","서초구","85","57","0.007","0.038","0.6","0.004"
"20181111","동남권","송파구","0","0","0","0","0","0"
"20181111","동남권","강동구","81","43","0.009","0.035","0.8","0.008"
"20181110","도심권","중구","67","43","0.025","0.034","0.7","0.005"
"20181110","도심권","종로구","67","38","0.023","0.034","0.8","0.005"
"20181110","도심권","용산구","59","44","0.016","0.038","0.7","0.005"
"20181110","서북권","은평구","81","60","0.027","0.03","0.8","0.005"
"20181110","서북권","서대문구","62","42","0.019","0.035","0.9","0.008"
"20181110","서북권","마포구","87","56","0.02","0.034","0.7","0.004"
"20181110","동북권","광진구","75","46","0.017","0.034","0.7","0.007"
"20181110","동북권","성동구","58","38","0.015","0.03","0.5","0.005"
"20181110","동북권","중랑구","63","41","0.024","0.029","0.6","0.008"
"20181110","동북권","동대문구","66","47","0.027","0.037","0.7","0.008"
"20181110","동북권","성북구","67","38","0.024","0.037","0.8","0.004"
"20181110","동북권","도봉구","76","53","0.029","0.025","0.7","0.005"
"20181110","동북권","강북구","55","38","0.033","0.02","0.6","0.003"
"20181110","동북권","노원구","64","38","0.023","0.027","0.7","0.006"
"20181110","서남권","강서구","70","43","0.024","0.036","0.6","0.005"
"20181110","서남권","구로구","79","48","0.02","0.036","0.4","0.006"
"20181110","서남권","영등포구","72","43","0.022","0.032","0.6","0.006"
"20181110","서남권","동작구","65","34","0.023","0.033","0.6","0.004"
"20181110","서남권","관악구","81","57","0.017","0.04","0.6","0.004"
"20181110","서남권","금천구","63","43","0.017","0.042","0.7","0.005"
"20181110","서남권","양천구","65","41","0.019","0.038","0.7","0.003"
"20181110","동남권","강남구","63","37","0.018","0.034","0.6","0.006"
"20181110","동남권","서초구","75","50","0.021","0.037","0.5","0.004"
"20181110","동남권","송파구","0","0","0","0","0","0"
"20181110","동남권","강동구","76","39","0.019","0.037","0.7","0.008"
"20181109","도심권","중구","34","20","0.032","0.022","0.5","0.004"
"20181109","도심권","종로구","36","19","0.028","0.022","0.7","0.004"
"20181109","도심권","용산구","31","21","0.028","0.023","0.5","0.004"
"20181109","서북권","은평구","46","33","0.036","0.018","0.6","0.005"
"20181109","서북권","서대문구","47","28","0.028","0.029","0.6","0.006"
"20181109","서북권","마포구","46","27","0.03","0.019","0.5","0.004"
"20181109","동북권","광진구","40","20","0.025","0.021","0.6","0.006"
"20181109","동북권","성동구","36","22","0.024","0.018","0.4","0.005"
"20181109","동북권","중랑구","31","19","0.027","0.021","0.5","0.006"
"20181109","동북권","동대문구","33","22","0.031","0.024","0.6","0.008"
"20181109","동북권","성북구","35","19","0.03","0.021","0.8","0.003"
"20181109","동북권","도봉구","36","23","0.037","0.012","0.5","0.004"
"20181109","동북권","강북구","27","18","0.038","0.011","0.5","0.003"
"20181109","동북권","노원구","34","18","0.027","0.015","0.5","0.005"
"20181109","서남권","강서구","35","20","0.035","0.018","0.5","0.004"
"20181109","서남권","구로구","46","24","0.031","0.019","0.4","0.004"
"20181109","서남권","영등포구","47","25","0.032","0.019","0.5","0.005"
"20181109","서남권","동작구","37","17","0.034","0.019","0.5","0.003"
"20181109","서남권","관악구","49","32","0.028","0.02","0.4","0.004"
"20181109","서남권","금천구","38","25","0.031","0.023","0.5","0.004"
"20181109","서남권","양천구","33","18","0.028","0.023","0.5","0.003"
"20181109","동남권","강남구","34","18","0.025","0.021","0.5","0.006"
"20181109","동남권","서초구","44","24","0.032","0.02","0.3","0.004"
"20181109","동남권","송파구","0","0","0","0","0","0"
"20181109","동남권","강동구","40","19","0.027","0.02","0.6","0.007"
"20181108","도심권","중구","12","6","0.012","0.032","0.5","0.003"
"20181108","도심권","종로구","9","5","0.012","0.03","0.6","0.003"
"20181108","도심권","용산구","4","3","0.015","0.025","0.4","0.002"
"20181108","서북권","은평구","10","10","0.027","0.017","0.4","0.004"
"20181108","서북권","서대문구","0","0","0","0","0","0"
"20181108","서북권","마포구","10","8","0.014","0.025","0.4","0.002"
"20181108","동북권","광진구","5","1","0.012","0.024","0.4","0.005"
"20181108","동북권","성동구","11","6","0.01","0.022","0.3","0.005"
"20181108","동북권","중랑구","4","2","0.018","0.019","0.4","0.006"
"20181108","동북권","동대문구","7","5","0.01","0.037","0.6","0.007"
"20181108","동북권","성북구","12","6","0.008","0.037","0.8","0.002"
"20181108","동북권","도봉구","9","9","0.008","0.029","0.5","0.003"
"20181108","동북권","강북구","6","4","0.018","0.019","0.4","0.002"
"20181108","동북권","노원구","13","7","0.009","0.029","0.4","0.004"
"20181108","서남권","강서구","10","6","0.012","0.032","0.4","0.003"
"20181108","서남권","구로구","9","5","0.012","0.028","0.3","0.003"
"20181108","서남권","영등포구","12","7","0.014","0.025","0.5","0.004"
"20181108","서남권","동작구","13","5","0.012","0.031","0.4","0.003"
"20181108","서남권","관악구","11","9","0.01","0.03","0.4","0.003"
"20181108","서남권","금천구","12","10","0.019","0.024","0.4","0.003"
"20181108","서남권","양천구","10","5","0.011","0.036","0.5","0.002"
"20181108","동남권","강남구","7","3","0.009","0.029","0.4","0.005"
"20181108","동남권","서초구","8","3","0.013","0.029","0.2","0.003"
"20181108","동남권","송파구","0","0","0","0","0","0"
"20181108","동남권","강동구","12","6","0.013","0.025","0.4","0.006"
"20181107","도심권","중구","64","47","0.009","0.041","0.7","0.003"
"20181107","도심권","종로구","61","41","0.009","0.041","0.8","0.004"
"20181107","도심권","용산구","57","49","0.009","0.038","0.6","0.003"
"20181107","서북권","은평구","79","66","0.013","0.036","0.7","0.004"
"20181107","서북권","서대문구","0","0","0","0","0","0"
"20181107","서북권","마포구","77","60","0.007","0.038","0.7","0.003"
"20181107","동북권","광진구","63","44","0.006","0.037","0.7","0.006"
"20181107","동북권","성동구","55","38","0.006","0.034","0.5","0.006"
"20181107","동북권","중랑구","53","39","0.012","0.031","0.6","0.006"
"20181107","동북권","동대문구","62","51","0.008","0.051","0.7","0.008"
"20181107","동북권","성북구","59","37","0.006","0.049","1","0.003"
"20181107","동북권","도봉구","68","57","0.013","0.032","0.7","0.003"
"20181107","동북권","강북구","54","41","0.014","0.033","0.6","0.003"
"20181107","동북권","노원구","68","46","0.01","0.037","0.7","0.005"
"20181107","서남권","강서구","64","42","0.007","0.045","0.7","0.003"
"20181107","서남권","구로구","81","61","0.007","0.042","0.5","0.004"
"20181107","서남권","영등포구","71","50","0.009","0.037","0.7","0.004"
"20181107","서남권","동작구","81","49","0.007","0.046","0.7","0.004"
"20181107","서남권","관악구","83","66","0.004","0.049","0.7","0.003"
"20181107","서남권","금천구","76","60","0.007","0.048","0.7","0.004"
"20181107","서남권","양천구","66","46","0.007","0.052","0.7","0.003"
"20181107","동남권","강남구","70","48","0.004","0.047","0.7","0.006"
"20181107","동남권","서초구","84","61","0.006","0.044","0.5","0.003"
"20181107","동남권","송파구","0","0","0","0","0","0"
"20181107","동남권","강동구","75","44","0.008","0.044","0.7","0.01"
"20181106","도심권","중구","92","64","0.005","0.065","1","0.005"
"20181106","도심권","종로구","85","58","0.005","0.07","1.2","0.004"
"20181106","도심권","용산구","85","70","0.004","0.064","1","0.005"
"20181106","서북권","은평구","113","87","0.007","0.063","1.2","0.005"
"20181106","서북권","서대문구","0","0","0","0","0","0"
"20181106","서북권","마포구","121","83","0.004","0.057","1","0.004"
"20181106","동북권","광진구","98","66","0.002","0.058","1","0.006"
"20181106","동북권","성동구","78","47","0.003","0.055","0.7","0.006"
"20181106","동북권","중랑구","83","58","0.005","0.059","0.8","0.007"
"20181106","동북권","동대문구","86","68","0.005","0.076","1.1","0.008"
"20181106","동북권","성북구","74","44","0.005","0.066","1.3","0.004"
"20181106","동북권","도봉구","94","69","0.006","0.052","0.9","0.004"
"20181106","동북권","강북구","73","57","0.008","0.052","0.8","0.003"
"20181106","동북권","노원구","83","55","0.005","0.057","1","0.006"
"20181106","서남권","강서구","106","65","0.005","0.067","1","0.006"
"20181106","서남권","구로구","127","88","0.006","0.06","0.8","0.006"
"20181106","서남권","영등포구","103","83","0.008","0.048","0.9","0.005"
"20181106","서남권","동작구","107","62","0.007","0.063","1","0.005"
"20181106","서남권","관악구","124","92","0.005","0.069","1","0.004"
"20181106","서남권","금천구","104","80","0.006","0.065","0.9","0.005"
"20181106","서남권","양천구","102","70","0.006","0.079","1.1","0.004"
"20181106","동남권","강남구","92","59","0.003","0.066","0.9","0.006"
"20181106","동남권","서초구","114","77","0.004","0.051","0.8","0.004"
"20181106","동남권","송파구","0","0","0","0","0","0"
"20181106","동남권","강동구","103","58","0.004","0.067","0.9","0.009"
"20181105","도심권","중구","52","34","0.013","0.048","0.7","0.004"
"20181105","도심권","종로구","50","32","0.01","0.054","0.9","0.004"
"20181105","도심권","용산구","47","37","0.008","0.051","0.7","0.004"
"20181105","서북권","은평구","59","41","0.014","0.042","1.1","0.004"
"20181105","서북권","서대문구","0","0","0","0","0","0"
"20181105","서북권","마포구","69","45","0.012","0.043","0.7","0.003"
"20181105","동북권","광진구","60","35","0.005","0.047","0.8","0.006"
"20181105","동북권","성동구","51","26","0.006","0.044","0.5","0.006"
"20181105","동북권","중랑구","47","31","0.009","0.045","0.3","0.006"
"20181105","동북권","동대문구","51","39","0.011","0.061","0.9","0.008"
"20181105","동북권","성북구","50","27","0.009","0.052","1.1","0.003"
"20181105","동북권","도봉구","55","39","0.016","0.036","0.7","0.004"
"20181105","동북권","강북구","38","29","0.02","0.033","0.7","0.003"
"20181105","동북권","노원구","53","33","0.008","0.046","0.8","0.005"
"20181105","서남권","강서구","62","35","0.013","0.052","0.8","0.004"
"20181105","서남권","구로구","72","44","0.009","0.05","0.6","0.004"
"20181105","서남권","영등포구","63","52","0.013","0.041","0.8","0.005"
"20181105","서남권","동작구","58","31","0.013","0.05","0.8","0.004"
"20181105","서남권","관악구","69","48","0.009","0.056","0.8","0.004"
"20181105","서남권","금천구","58","42","0.013","0.055","0.8","0.004"
"20181105","서남권","양천구","58","37","0.011","0.063","0.8","0.003"
"20181105","동남권","강남구","49","30","0.008","0.053","0.7","0.006"
"20181105","동남권","서초구","60","40","0.007","0.053","0.6","0.003"
"20181105","동남권","송파구","0","0","0","0","0","0"
"20181105","동남권","강동구","62","34","0.008","0.052","0.8","0.006"
"20181104","도심권","중구","41","28","0.02","0.042","0.7","0.003"
"20181104","도심권","종로구","40","27","0.017","0.047","0.9","0.004"
"20181104","도심권","용산구","38","31","0.014","0.045","0.7","0.004"
"20181104","서북권","은평구","41","32","0.024","0.035","1","0.004"
"20181104","서북권","서대문구","0","0","0","0","0","0"
"20181104","서북권","마포구","56","36","0.018","0.039","0.7","0.003"
"20181104","동북권","광진구","44","28","0.012","0.038","0.7","0.005"
"20181104","동북권","성동구","40","22","0.011","0.038","0.5","0.005"
"20181104","동북권","중랑구","39","27","0.017","0.036","0.1","0.006"
"20181104","동북권","동대문구","40","33","0.02","0.051","0.8","0.008"
"20181104","동북권","성북구","43","26","0.016","0.047","1.1","0.003"
"20181104","동북권","도봉구","48","36","0.025","0.028","0.7","0.003"
"20181104","동북권","강북구","33","26","0.03","0.027","0.6","0.003"
"20181104","동북권","노원구","43","28","0.017","0.034","0.7","0.005"
"20181104","서남권","강서구","46","28","0.021","0.041","0.7","0.004"
"20181104","서남권","구로구","55","33","0.018","0.043","0.6","0.004"
"20181104","서남권","영등포구","48","42","0.021","0.033","0.7","0.005"
